index,state,Day,Month,Year,order_date,revenue
533,Delaware,Monday,November,2014,11/10/2014,855
534,Oklahoma,Friday,April,2014,4/18/2014,489
535,Illinois,Wednesday,October,2014,10/15/2014,1391
536,Texas,Sunday,November,2014,11/9/2014,1321
537,Ohio,Tuesday,January,2014,1/21/2014,778
538,Mississippi,Friday,September,2014,9/5/2014,383
539,Montana,Saturday,October,2014,10/11/2014,905
540,Nevada,Sunday,April,2014,4/27/2014,650
541,Ohio,Friday,September,2014,9/12/2014,598
542,Idaho,Thursday,December,2014,12/11/2014,1194
543,Nevada,Thursday,May,2014,5/8/2014,558
544,Oregon,Thursday,January,2014,1/9/2014,879
545,Idaho,Thursday,July,2014,7/24/2014,1501
546,Missouri,Wednesday,October,2014,10/29/2014,1111
547,Florida,Tuesday,September,2014,9/23/2014,913
548,Maine,Wednesday,April,2014,4/16/2014,239
549,Oregon,Friday,September,2014,9/26/2014,749
550,Ohio,Thursday,January,2014,1/23/2014,805
551,Oklahoma,Tuesday,May,2014,5/6/2014,751
552,Arkansas,Thursday,October,2014,10/30/2014,1140
553,Arkansas,Saturday,September,2014,9/20/2014,1276
554,New Mexico,Monday,September,2014,9/29/2014,1072
555,Georgia,Wednesday,July,2014,7/30/2014,1222
556,Idaho,Monday,November,2014,11/3/2014,1323
557,Montana,Saturday,October,2014,10/4/2014,1025
558,Nevada,Tuesday,May,2014,5/27/2014,200
559,Delaware,Saturday,July,2014,7/26/2014,926
560,Delaware,Wednesday,August,2014,8/13/2014,860
561,Mississippi,Saturday,February,2014,2/22/2014,583
562,Ohio,Saturday,April,2014,4/12/2014,581
563,Indiana,Friday,August,2014,8/22/2014,478
564,Delaware,Tuesday,December,2014,12/23/2014,981
565,Indiana,Saturday,February,2014,2/15/2014,732
566,Illinois,Friday,August,2014,8/22/2014,1451
567,Mississippi,Thursday,March,2014,3/27/2014,705
568,Texas,Friday,August,2014,8/15/2014,1153
569,Oklahoma,Wednesday,January,2014,1/8/2014,475
570,Missouri,Sunday,June,2014,6/15/2014,1219
571,Oregon,Thursday,June,2014,6/5/2014,751
572,Louisiana,Sunday,November,2014,11/2/2014,1443
573,Washington,Friday,December,2014,12/19/2014,754
574,Illinois,Wednesday,May,2014,5/14/2014,1515
575,Illinois,Friday,May,2014,5/23/2014,1342
576,Mississippi,Sunday,October,2014,10/5/2014,559
577,Oklahoma,Monday,January,2014,1/13/2014,479
578,Illinois,Thursday,August,2014,8/7/2014,1384
579,Kansas,Sunday,September,2014,9/7/2014,1287
580,Kansas,Sunday,March,2014,3/16/2014,1361
581,Idaho,Wednesday,August,2014,8/13/2014,1249
582,Illinois,Saturday,December,2014,12/20/2014,1267
583,Alaska,Sunday,March,2014,3/30/2014,635
584,Maine,Monday,June,2014,6/2/2014,307
585,Washington,Saturday,October,2014,10/18/2014,914
586,Illinois,Wednesday,September,2014,9/24/2014,1280
587,Florida,Friday,July,2014,7/11/2014,914
588,Mississippi,Wednesday,March,2014,3/5/2014,555
589,California,Saturday,January,2014,1/25/2014,698
590,Ohio,Wednesday,April,2014,4/9/2014,691
591,Louisiana,Monday,December,2014,12/1/2014,1219
592,Oregon,Sunday,March,2014,3/16/2014,724
593,Indiana,Saturday,October,2014,10/4/2014,595
594,New Mexico,Thursday,October,2014,10/30/2014,1055
595,Missouri,Thursday,December,2014,12/4/2014,1157
596,Iowa,Monday,September,2014,9/15/2014,1207
597,Oregon,Friday,February,2014,2/7/2014,668
598,Ohio,Friday,September,2014,9/19/2014,587
599,New York,Thursday,March,2014,3/20/2014,689
600,Georgia,Saturday,June,2014,6/7/2014,1369
601,Arkansas,Tuesday,September,2014,9/30/2014,1046
602,New York,Tuesday,March,2014,3/11/2014,700
603,Nevada,Wednesday,January,2014,1/1/2014,437
604,Louisiana,Friday,October,2014,10/17/2014,1402
605,Indiana,Tuesday,September,2014,9/9/2014,507
606,Louisiana,Saturday,June,2014,6/28/2014,1446
607,Delaware,Friday,December,2014,12/12/2014,778
608,New York,Sunday,February,2014,2/23/2014,758
609,Idaho,Tuesday,August,2014,8/12/2014,1442
610,Texas,Monday,December,2014,12/8/2014,1213
611,Louisiana,Tuesday,August,2014,8/26/2014,1421
612,Texas,Saturday,November,2014,11/8/2014,1152
613,New Mexico,Wednesday,September,2014,9/10/2014,1098
614,Nebraska,Thursday,June,2014,6/5/2014,698
615,California,Monday,June,2014,6/23/2014,603
616,Georgia,Sunday,September,2014,9/14/2014,1410
617,Montana,Thursday,July,2014,7/10/2014,1094
618,Idaho,Tuesday,September,2014,9/9/2014,1348
619,New Mexico,Wednesday,March,2014,3/19/2014,1298
620,California,Wednesday,May,2014,5/14/2014,589
621,Texas,Wednesday,June,2014,6/25/2014,1336
622,Indiana,Monday,July,2014,7/28/2014,832
623,Louisiana,Wednesday,May,2014,5/28/2014,1565
624,Alaska,Sunday,February,2014,2/2/2014,543
625,Maine,Saturday,February,2014,2/8/2014,393
626,Indiana,Sunday,April,2014,4/27/2014,583
627,Maine,Saturday,May,2014,5/10/2014,416
628,Montana,Thursday,May,2014,5/15/2014,892
629,Oregon,Monday,July,2014,7/21/2014,724
630,Kansas,Tuesday,August,2014,8/26/2014,1152
631,Montana,Monday,September,2014,9/15/2014,905
632,Indiana,Wednesday,January,2014,1/8/2014,759
633,Alaska,Wednesday,May,2014,5/21/2014,644
634,Alaska,Tuesday,October,2014,10/14/2014,701
635,Kansas,Monday,January,2014,1/20/2014,1153
636,New York,Monday,March,2014,3/17/2014,813
637,Oregon,Saturday,May,2014,5/10/2014,741
638,Indiana,Monday,April,2014,4/28/2014,599
639,California,Saturday,April,2014,4/12/2014,726
640,Mississippi,Friday,February,2014,2/14/2014,758
641,Oklahoma,Sunday,June,2014,6/1/2014,767
642,Ohio,Friday,March,2014,3/21/2014,761
643,Nebraska,Monday,February,2014,2/3/2014,855
644,New York,Thursday,March,2014,3/27/2014,760
645,New Mexico,Wednesday,June,2014,6/4/2014,1223
646,Kansas,Thursday,September,2014,9/18/2014,1099
647,Alaska,Monday,February,2014,2/24/2014,690
648,Texas,Thursday,September,2014,9/4/2014,1231
649,Texas,Thursday,October,2014,10/30/2014,1159
650,Kansas,Tuesday,October,2014,10/14/2014,1134
651,Oregon,Tuesday,February,2014,2/11/2014,671
652,Missouri,Tuesday,November,2014,11/18/2014,1078
653,New York,Friday,January,2014,1/17/2014,869
654,Georgia,Friday,December,2014,12/19/2014,1155
655,Maine,Saturday,March,2014,3/22/2014,331
656,Maine,Friday,July,2014,7/4/2014,483
657,New York,Saturday,December,2014,12/6/2014,646
658,Ohio,Saturday,April,2014,4/26/2014,627
659,New York,Thursday,February,2014,2/27/2014,753
660,Montana,Sunday,October,2014,10/12/2014,775
661,Mississippi,Thursday,September,2014,9/18/2014,491
662,Florida,Thursday,August,2014,8/21/2014,847
663,Oregon,Thursday,March,2014,3/6/2014,611
664,Idaho,Wednesday,July,2014,7/30/2014,1331
665,Kansas,Monday,June,2014,6/16/2014,1132
666,Oregon,Thursday,February,2014,2/6/2014,894
667,Oklahoma,Friday,February,2014,2/21/2014,636
668,Nevada,Friday,February,2014,2/21/2014,475
669,California,Monday,June,2014,6/23/2014,659
670,New Mexico,Monday,July,2014,7/28/2014,1139
671,Arkansas,Tuesday,September,2014,9/23/2014,1311
672,Alaska,Monday,July,2014,7/14/2014,600
673,Florida,Wednesday,May,2014,5/28/2014,975
674,New Mexico,Monday,September,2014,9/8/2014,1236
675,Texas,Thursday,July,2014,7/10/2014,1112
676,Mississippi,Friday,December,2014,12/26/2014,559
677,Illinois,Monday,August,2014,8/4/2014,1577
678,New York,Tuesday,March,2014,3/25/2014,837
679,Maine,Monday,September,2014,9/29/2014,459
680,Arkansas,Sunday,November,2014,11/9/2014,1120
681,Oregon,Wednesday,January,2014,1/8/2014,903
682,Idaho,Wednesday,December,2014,12/24/2014,1198
683,Nebraska,Thursday,July,2014,7/10/2014,676
684,New Mexico,Thursday,June,2014,6/19/2014,1210
685,Georgia,Friday,May,2014,5/2/2014,1405
686,New Mexico,Sunday,November,2014,11/9/2014,1059
687,Washington,Friday,October,2014,10/3/2014,872
688,Nevada,Friday,February,2014,2/28/2014,424
689,Maine,Sunday,January,2014,1/12/2014,454
690,Iowa,Friday,August,2014,8/22/2014,1214
691,Missouri,Wednesday,September,2014,9/3/2014,1256
692,Indiana,Saturday,July,2014,7/26/2014,453
693,Washington,Friday,October,2014,10/10/2014,679
694,Georgia,Sunday,September,2014,9/14/2014,1094
695,Indiana,Sunday,August,2014,8/10/2014,644
696,Washington,Sunday,November,2014,11/23/2014,877
697,Florida,Sunday,December,2014,12/21/2014,707
698,Indiana,Friday,January,2014,1/10/2014,675
699,Missouri,Tuesday,August,2014,8/19/2014,1201
700,Louisiana,Tuesday,December,2014,12/2/2014,1460
701,Louisiana,Tuesday,November,2014,11/18/2014,1566
702,New York,Sunday,October,2014,10/19/2014,571
703,New York,Friday,June,2014,6/27/2014,585
704,Illinois,Tuesday,July,2014,7/1/2014,1385
705,Maine,Monday,October,2014,10/20/2014,224
706,Missouri,Sunday,December,2014,12/7/2014,1257
707,Missouri,Saturday,August,2014,8/23/2014,1141
708,Texas,Wednesday,October,2014,10/15/2014,1032
709,Nevada,Monday,July,2014,7/28/2014,305
710,Nevada,Saturday,June,2014,6/7/2014,284
711,Montana,Sunday,November,2014,11/9/2014,1017
712,Nebraska,Monday,September,2014,9/29/2014,740
713,Texas,Saturday,November,2014,11/8/2014,1024
714,Texas,Saturday,December,2014,12/6/2014,989
715,Alaska,Tuesday,May,2014,5/20/2014,571
716,Washington,Sunday,September,2014,9/21/2014,936
717,Idaho,Saturday,December,2014,12/6/2014,1230
718,Arkansas,Sunday,November,2014,11/2/2014,1263
719,California,Tuesday,May,2014,5/20/2014,567
720,Indiana,Monday,June,2014,6/23/2014,550
721,Oregon,Friday,February,2014,2/28/2014,696
722,Oklahoma,Thursday,February,2014,2/13/2014,567
723,Montana,Tuesday,December,2014,12/2/2014,791
724,Idaho,Saturday,July,2014,7/5/2014,1307
725,Washington,Monday,May,2014,5/19/2014,877
726,Washington,Thursday,October,2014,10/23/2014,1036
727,New York,Friday,May,2014,5/2/2014,977
728,Oklahoma,Monday,July,2014,7/7/2014,544
729,Mississippi,Wednesday,February,2014,2/12/2014,717
730,Florida,Monday,July,2014,7/14/2014,1084
731,Iowa,Sunday,April,2014,4/13/2014,1309
732,Mississippi,Monday,July,2014,7/21/2014,671
733,Maine,Saturday,January,2014,1/18/2014,502
734,New Mexico,Monday,November,2014,11/17/2014,1177
735,California,Sunday,March,2014,3/30/2014,793
736,Montana,Sunday,September,2014,9/21/2014,826
737,Texas,Friday,December,2014,12/19/2014,1208
738,Nevada,Thursday,March,2014,3/13/2014,451
739,Washington,Saturday,October,2014,10/11/2014,908
740,Montana,Sunday,June,2014,6/22/2014,1052
741,Indiana,Sunday,August,2014,8/31/2014,368
742,Kansas,Wednesday,October,2014,10/29/2014,1001
743,Indiana,Friday,May,2014,5/9/2014,644
744,Indiana,Saturday,January,2014,1/4/2014,639
745,Oregon,Tuesday,February,2014,2/18/2014,909
746,California,Wednesday,August,2014,8/6/2014,819
747,Washington,Friday,October,2014,10/31/2014,809
748,Arkansas,Tuesday,June,2014,6/3/2014,1320
749,Illinois,Sunday,October,2014,10/5/2014,1505
750,Alaska,Friday,March,2014,3/14/2014,570
751,Ohio,Tuesday,July,2014,7/29/2014,503
752,Indiana,Sunday,June,2014,6/1/2014,659
753,California,Saturday,June,2014,6/7/2014,506
754,Oregon,Tuesday,December,2014,12/23/2014,687
755,New York,Saturday,March,2014,3/29/2014,801
756,Indiana,Friday,August,2014,8/15/2014,562
757,Louisiana,Monday,September,2014,9/1/2014,1418
758,Mississippi,Monday,February,2014,2/17/2014,550
759,California,Monday,February,2014,2/3/2014,574
760,California,Thursday,March,2014,3/27/2014,695
761,Florida,Wednesday,September,2014,9/3/2014,824
762,Florida,Thursday,March,2014,3/27/2014,940
763,Montana,Monday,September,2014,9/8/2014,848
764,New Mexico,Sunday,June,2014,6/22/2014,1004
765,Louisiana,Wednesday,December,2014,12/10/2014,1441
766,Indiana,Saturday,January,2014,1/18/2014,542
767,New Mexico,Monday,September,2014,9/15/2014,1252
768,Florida,Thursday,February,2014,2/27/2014,912
769,Texas,Wednesday,August,2014,8/6/2014,1228
770,New Mexico,Saturday,November,2014,11/29/2014,900
771,Ohio,Wednesday,April,2014,4/9/2014,734
772,Delaware,Saturday,October,2014,10/18/2014,840
773,California,Tuesday,June,2014,6/17/2014,594
774,Kansas,Friday,October,2014,10/17/2014,1022
775,Indiana,Sunday,April,2014,4/27/2014,429
776,Ohio,Saturday,January,2014,1/25/2014,627
777,Illinois,Thursday,May,2014,5/29/2014,1545
778,Iowa,Monday,August,2014,8/25/2014,1173
779,Delaware,Tuesday,May,2014,5/13/2014,1108
780,Missouri,Wednesday,October,2014,10/15/2014,1055
781,Mississippi,Saturday,June,2014,6/21/2014,724
782,Iowa,Friday,October,2014,10/3/2014,1182
783,Montana,Tuesday,July,2014,7/22/2014,886
784,Idaho,Wednesday,October,2014,10/22/2014,1254
785,Iowa,Thursday,November,2014,11/27/2014,960
786,Iowa,Thursday,September,2014,9/11/2014,964
787,Nebraska,Friday,January,2014,1/10/2014,796
788,Indiana,Saturday,November,2014,11/15/2014,601
789,Oregon,Friday,February,2014,2/28/2014,790
790,New York,Tuesday,May,2014,5/6/2014,777
791,Mississippi,Wednesday,July,2014,7/30/2014,495
792,Delaware,Sunday,September,2014,9/14/2014,971
793,Florida,Sunday,October,2014,10/19/2014,856
794,Nevada,Thursday,March,2014,3/27/2014,371
795,Oregon,Saturday,February,2014,2/1/2014,920
796,Ohio,Friday,February,2014,2/28/2014,752
797,Nebraska,Thursday,August,2014,8/14/2014,743
798,Maine,Friday,January,2014,1/31/2014,389
799,Washington,Wednesday,December,2014,12/10/2014,723
800,Missouri,Tuesday,November,2014,11/25/2014,1068
801,Missouri,Tuesday,April,2014,4/8/2014,1156
802,Florida,Saturday,September,2014,9/13/2014,780
803,Louisiana,Wednesday,November,2014,11/5/2014,1332
804,Florida,Tuesday,February,2014,2/11/2014,1149
805,Alaska,Saturday,January,2014,1/25/2014,710
806,Idaho,Saturday,November,2014,11/1/2014,1046
807,Idaho,Friday,May,2014,5/16/2014,1414
808,Texas,Sunday,November,2014,11/16/2014,1350
809,Idaho,Wednesday,December,2014,12/10/2014,1147
810,Georgia,Sunday,December,2014,12/21/2014,1004
811,Delaware,Saturday,April,2014,4/12/2014,952
812,Maine,Tuesday,September,2014,9/16/2014,367
813,Nebraska,Wednesday,March,2014,3/26/2014,783
814,Washington,Thursday,May,2014,5/29/2014,954
815,Missouri,Tuesday,May,2014,5/20/2014,1153
816,Washington,Wednesday,November,2014,11/19/2014,695
817,Nevada,Sunday,April,2014,4/13/2014,605
818,Delaware,Sunday,December,2014,12/14/2014,931
819,Delaware,Saturday,June,2014,6/28/2014,729
820,Ohio,Thursday,May,2014,5/1/2014,631
821,Texas,Friday,October,2014,10/31/2014,1052
822,Idaho,Friday,September,2014,9/19/2014,1282
823,Montana,Thursday,October,2014,10/9/2014,770
824,Montana,Thursday,November,2014,11/27/2014,815
825,Illinois,Monday,June,2014,6/23/2014,1580
826,Arkansas,Wednesday,June,2014,6/11/2014,1139
827,Washington,Thursday,October,2014,10/16/2014,877
828,Nevada,Monday,February,2014,2/17/2014,665
829,California,Thursday,October,2014,10/30/2014,516
830,New York,Friday,January,2014,1/31/2014,720
831,Delaware,Thursday,December,2014,12/4/2014,821
832,New York,Monday,February,2014,2/3/2014,792
833,Florida,Wednesday,November,2014,11/5/2014,921
834,Nebraska,Monday,May,2014,5/5/2014,658
835,Illinois,Sunday,April,2014,4/13/2014,1499
836,California,Monday,May,2014,5/5/2014,620
837,Oregon,Wednesday,October,2014,10/29/2014,786
838,Arkansas,Tuesday,August,2014,8/12/2014,1435
839,Iowa,Monday,August,2014,8/11/2014,1169
840,Alaska,Monday,July,2014,7/14/2014,701
841,Indiana,Tuesday,September,2014,9/16/2014,555
842,Alaska,Sunday,June,2014,6/22/2014,663
843,Alaska,Saturday,October,2014,10/11/2014,599
844,Oklahoma,Thursday,March,2014,3/20/2014,484
845,Nebraska,Saturday,April,2014,4/19/2014,935
846,Delaware,Sunday,March,2014,3/23/2014,961
847,Oregon,Thursday,September,2014,9/25/2014,689
848,Maine,Friday,March,2014,3/14/2014,467
849,Maine,Sunday,January,2014,1/26/2014,331
850,Kansas,Sunday,September,2014,9/21/2014,1093
851,New York,Friday,January,2014,1/17/2014,948
852,Maine,Wednesday,April,2014,4/23/2014,209
853,Missouri,Wednesday,December,2014,12/24/2014,1194
854,Montana,Thursday,November,2014,11/6/2014,691
855,Washington,Monday,October,2014,10/27/2014,860
856,Maine,Wednesday,February,2014,2/26/2014,619
857,Missouri,Tuesday,December,2014,12/16/2014,1023
858,Arkansas,Thursday,February,2014,2/6/2014,1399
859,Kansas,Monday,June,2014,6/23/2014,1261
860,Iowa,Tuesday,August,2014,8/5/2014,1062
861,Louisiana,Monday,October,2014,10/20/2014,1395
862,Oklahoma,Monday,February,2014,2/24/2014,644
863,New York,Wednesday,June,2014,6/4/2014,699
864,New Mexico,Sunday,July,2014,7/13/2014,1234
865,Nebraska,Sunday,March,2014,3/30/2014,873
866,Arkansas,Sunday,September,2014,9/7/2014,1201
867,Maine,Tuesday,April,2014,4/8/2014,390
868,New York,Monday,April,2014,4/21/2014,836
869,Montana,Saturday,September,2014,9/6/2014,842
870,Texas,Sunday,November,2014,11/23/2014,1224
871,Oklahoma,Wednesday,December,2014,12/24/2014,375
872,Oregon,Thursday,January,2014,1/30/2014,841
873,Maine,Friday,March,2014,3/7/2014,436
874,Delaware,Sunday,October,2014,10/26/2014,832
875,Florida,Thursday,November,2014,11/13/2014,793
876,California,Thursday,March,2014,3/27/2014,550
877,Alaska,Thursday,October,2014,10/16/2014,734
878,Montana,Sunday,December,2014,12/7/2014,742
879,Oklahoma,Sunday,May,2014,5/4/2014,490
880,Oregon,Wednesday,June,2014,6/25/2014,535
881,Florida,Friday,January,2014,1/31/2014,845
882,Kansas,Tuesday,August,2014,8/19/2014,1216
883,Idaho,Sunday,September,2014,9/28/2014,1060
884,Georgia,Wednesday,April,2014,4/23/2014,1280
885,Nebraska,Wednesday,July,2014,7/16/2014,859
886,New York,Sunday,November,2014,11/9/2014,733
887,California,Monday,March,2014,3/10/2014,688
888,Montana,Friday,August,2014,8/8/2014,935
889,Ohio,Saturday,August,2014,8/9/2014,728
890,Mississippi,Monday,March,2014,3/24/2014,671
891,Oregon,Sunday,March,2014,3/30/2014,939
892,Ohio,Wednesday,July,2014,7/23/2014,640
893,Idaho,Friday,June,2014,6/6/2014,1383
894,Missouri,Tuesday,August,2014,8/12/2014,1109
895,Arkansas,Thursday,October,2014,10/23/2014,1243
896,Iowa,Wednesday,October,2014,10/22/2014,925
897,Alaska,Monday,July,2014,7/14/2014,646
898,California,Saturday,September,2014,9/27/2014,432
899,Ohio,Monday,September,2014,9/8/2014,575
900,California,Wednesday,August,2014,8/20/2014,560
901,Alaska,Saturday,September,2014,9/6/2014,591
902,Illinois,Tuesday,November,2014,11/11/2014,1298
903,Maine,Tuesday,April,2014,4/15/2014,452
904,Oklahoma,Tuesday,January,2014,1/21/2014,391
905,Nebraska,Friday,May,2014,5/23/2014,789
906,Illinois,Saturday,December,2014,12/6/2014,1225
907,Mississippi,Sunday,May,2014,5/11/2014,591
908,Maine,Friday,April,2014,4/18/2014,138
909,Washington,Wednesday,November,2014,11/12/2014,946
910,California,Tuesday,January,2014,1/7/2014,662
911,California,Thursday,October,2014,10/30/2014,601
912,Maine,Thursday,October,2014,10/16/2014,291
913,Iowa,Friday,October,2014,10/24/2014,1125
914,Louisiana,Tuesday,June,2014,6/17/2014,1471
915,Maine,Monday,May,2014,5/19/2014,496
916,Montana,Sunday,August,2014,8/3/2014,901
917,Kansas,Saturday,March,2014,3/15/2014,1368
918,Arkansas,Thursday,September,2014,9/4/2014,1460
919,Washington,Friday,May,2014,5/30/2014,893
920,New York,Friday,January,2014,1/24/2014,919
921,Texas,Friday,November,2014,11/21/2014,1182
922,Oregon,Thursday,March,2014,3/27/2014,747
923,Florida,Wednesday,May,2014,5/14/2014,1106
924,Idaho,Thursday,September,2014,9/11/2014,1248
925,Iowa,Thursday,April,2014,4/3/2014,1430
926,Indiana,Sunday,January,2014,1/19/2014,600
927,New Mexico,Thursday,June,2014,6/26/2014,1118
928,Alaska,Friday,September,2014,9/26/2014,631
929,Oklahoma,Wednesday,February,2014,2/5/2014,641
930,Mississippi,Saturday,September,2014,9/6/2014,588
931,Montana,Wednesday,April,2014,4/2/2014,816
932,Alaska,Saturday,March,2014,3/29/2014,838
933,Maine,Tuesday,June,2014,6/10/2014,297
934,Idaho,Sunday,December,2014,12/7/2014,1038
935,Delaware,Wednesday,December,2014,12/10/2014,751
936,Georgia,Monday,December,2014,12/1/2014,1183
937,Nevada,Friday,June,2014,6/27/2014,475
938,Maine,Monday,October,2014,10/13/2014,310
939,California,Wednesday,August,2014,8/6/2014,510
940,Kansas,Sunday,September,2014,9/28/2014,1074
941,Idaho,Saturday,July,2014,7/5/2014,1280
